charge_point_id,Latitude,Longitude,Network
3130,52.038082,-0.7599229999999999,Beta
3131,52.041121999999994,-0.756753,Gamma
3132,52.041121999999994,-0.756753,Beta
3133,52.041103,-0.756725,Delta
3134,52.041103,-0.756725,Alpha
3135,52.041073,-0.7567020000000001,Alpha
3136,52.041073,-0.7567020000000001,Alpha
3137,52.0411,-0.75667,Alpha
3138,52.0411,-0.75667,Delta
3139,52.041035,-0.756671,Beta
3140,52.041065,-0.756622,Beta
3141,52.041065,-0.756622,Delta
3142,55.546341000000005,-2.014596,Gamma
3143,52.002834,-0.7940510000000001,Delta
3144,52.0396,-0.756951,Gamma
3145,52.0396,-0.756951,Alpha
3146,52.039642,-0.756875,Delta
3147,52.045677000000005,-0.75071,Beta
3148,52.045677000000005,-0.75071,Delta
3149,52.045574,-0.750663,Alpha
3150,52.039986,-0.756034,Alpha
3151,52.039986,-0.756034,Delta
3152,52.040015999999994,-0.755979,Alpha
3153,52.0429,-0.7530319999999999,Delta
3154,51.567146,-3.029248,Delta
3155,52.042858,-0.752976,Beta
3156,52.045483000000004,-0.75042,Gamma
3157,52.045483000000004,-0.75042,Alpha
3158,52.040259999999996,-0.75543,Gamma
3159,52.040279,-0.755383,Gamma
3160,52.045876,-0.749903,Gamma
3161,52.045876,-0.749903,Delta
3162,52.043301,-0.75238,Gamma
3163,52.04332,-0.752337,Beta
3164,52.045868,-0.7497149999999999,Delta
3165,52.045868,-0.7497149999999999,Alpha
3166,52.044715999999994,-0.750761,Gamma
3167,52.045773,-0.749728,Delta
3168,52.045773,-0.749728,Alpha
3169,52.044746,-0.750709,Alpha
3170,52.044769,-0.7506550000000001,Gamma
3171,52.002635999999995,-0.792194,Beta
3172,52.04401,-0.7507729999999999,Gamma
3173,52.044056,-0.75069,Gamma
3174,52.041931,-0.751938,Alpha
3175,52.041916,-0.7519319999999999,Alpha
3176,53.24936700000001,-4.304598,Delta
3177,53.249809,-4.3048660000000005,Delta
3178,53.249846999999995,-4.30495,Alpha
3179,53.249874,-4.305016,Alpha
3180,53.249874,-4.305016,Alpha
3181,53.24989300000001,-4.305079,Alpha
3182,52.062355,-0.7312270000000001,Beta
3183,52.062355,-0.7312270000000001,Delta
3184,52.042614,-0.749961,Beta
3185,52.041348,-0.751173,Alpha
3186,52.042645,-0.749901,Gamma
3187,52.041367,-0.751129,Alpha
3188,52.041382,-0.751101,Alpha
3189,52.041302,-0.75117,Delta
3190,52.042648,-0.7498600000000001,Delta
3191,52.0429,-0.749302,Alpha
3192,52.042896,-0.74929,Alpha
3193,52.042922999999995,-0.749247,Alpha
3194,52.042922999999995,-0.749247,Alpha
3195,51.442638,-2.61318,Delta
3196,51.442539000000004,-2.61318,Beta
3197,52.043583,-0.748222,Delta
3198,52.043396,-0.7483989999999999,Gamma
3199,51.423004,-2.492674,Alpha
3200,51.428558,-2.53715,Alpha
3201,51.428459000000004,-2.53715,Beta
3202,53.252274,-4.307998,Delta
3203,53.252277,-4.308085,Gamma
3204,53.252262,-4.308212999999999,Beta
3205,51.428001,-2.53935,Beta
3206,51.428001,-2.53935,Delta
3207,52.685101,-0.322664,Alpha
3208,52.05032,-0.73685,Alpha
3209,52.050301,-0.7368,Gamma
3210,52.050312,-0.736654,Alpha
3211,52.050312,-0.736654,Alpha
3212,52.01593,-0.769229,Beta
3213,51.426033000000004,-2.539248,Gamma
3214,52.0158,-0.7692,Gamma
3215,52.015842,-0.7691560000000001,Alpha
3216,52.015842,-0.7691560000000001,Beta
3217,52.015823,-0.7691560000000001,Beta
3218,51.5606,-3.0361,Alpha
3219,52.001865,-0.7802279999999999,Delta
3220,52.0019,-0.78018,Gamma
3221,52.00193,-0.780138,Alpha
3222,52.001853999999994,-0.7795810000000001,Beta
3223,52.001812,-0.779464,Delta
3224,52.001751,-0.779431,Gamma
3225,52.001682,-0.779496,Beta
3226,51.439053,-2.6357459999999997,Beta
3227,52.051891,-0.729334,Alpha
3228,52.051871999999996,-0.729334,Gamma
3229,52.05191,-0.729272,Delta
3230,52.05191,-0.729272,Alpha
3231,52.05188,-0.729273,Delta
3232,52.05188,-0.729273,Beta
3233,52.008652000000005,-0.77131,Beta
3234,51.474747,-2.795827,Gamma
3235,51.474647999999995,-2.795827,Delta
3236,51.474445,-2.795827,Gamma
3237,51.474247,-2.795827,Alpha
3238,52.028675,-0.749058,Delta
3239,52.028690000000005,-0.749019,Beta
3240,51.401398,-2.335291,Alpha
3241,51.401398,-2.335291,Gamma
3242,52.028709,-0.748971,Beta
3243,52.028728,-0.7489359999999999,Alpha
3244,52.028744,-0.748869,Delta
3245,52.028736,-0.748838,Delta
3246,51.412586,-2.4787150000000002,Gamma
3247,51.412525,-2.478839,Alpha
3248,51.412525,-2.478839,Alpha
3249,51.412468,-2.478927,Delta
3250,51.413971000000004,-2.4967799999999998,Alpha
3251,51.435790999999995,-2.63597,Gamma
3252,51.435699,-2.63597,Alpha
3253,51.435691999999996,-2.63597,Beta
3254,52.020702,-0.7546430000000001,Gamma
3255,51.998798,-0.776123,Gamma
3256,51.998798,-0.776123,Delta
3257,52.051021999999996,-0.7249270000000001,Delta
3258,52.051021999999996,-0.724859,Alpha
3259,52.051029,-0.724811,Alpha
3260,52.051021999999996,-0.724749,Beta
3261,52.051021999999996,-0.724749,Beta
3262,52.049213,-0.72418,Beta
3263,52.049213,-0.72418,Beta
3264,52.049171,-0.7241310000000001,Gamma
3265,52.049171,-0.7241310000000001,Alpha
3266,51.619999,-1.3001,Gamma
3267,51.425098,-2.59368,Alpha
3268,52.688598999999996,-0.30974,Delta
3269,51.618908000000005,-1.299507,Gamma
3270,51.61887,-1.2995139999999998,Beta
3271,52.041252,-0.729631,Alpha
3272,52.041121999999994,-0.72969,Delta
3273,52.041171999999996,-0.729432,Delta
3274,52.041103,-0.729463,Delta
3275,52.040901,-0.7294,Alpha
3276,52.022942,-0.745423,Delta
3277,51.844696,-0.940409,Beta
3278,52.066338,-0.700763,Delta
3279,52.026157,-0.737833,Delta
3280,52.025513000000004,-0.7382380000000001,Alpha
3281,52.025478,-0.738211,Gamma
3282,52.014301,-0.74453,Alpha
3283,51.989146999999996,-0.7692829999999999,Beta
3284,52.021439,-0.7346239999999999,Beta
3285,52.051517,-0.7052609999999999,Gamma
3286,52.051517,-0.7052609999999999,Gamma
3287,51.410954,-2.584054,Delta
3288,51.410854,-2.584054,Beta
3289,53.10533100000001,-0.173257,Delta
3290,53.104099,-0.1734,Beta
3291,52.05563,-0.6982510000000001,Delta
3292,52.055656,-0.6981930000000001,Delta
3293,52.055668,-0.6981109999999999,Delta
3294,52.05547,-0.6981970000000001,Alpha
3295,52.055244,-0.697868,Delta
3296,52.055145,-0.69793,Alpha
3297,52.055240999999995,-0.697816,Alpha
3298,52.055217999999996,-0.69777,Gamma
3299,52.055122,-0.69784,Beta
3300,52.055195,-0.697696,Gamma
3301,52.055119,-0.697757,Alpha
3302,52.055164000000005,-0.6976640000000001,Delta
3303,52.013184,-0.73544,Beta
3304,52.013184,-0.73544,Alpha
3305,52.034252,-0.712603,Delta
3306,51.717201,-1.09299,Delta
3307,52.047691,-0.6993159999999999,Delta
3308,52.047691,-0.6993159999999999,Gamma
3309,52.047676,-0.699276,Delta
3310,52.047676,-0.699276,Delta
3311,55.0765,-3.63029,Gamma
3312,55.076721,-3.6301,Delta
3313,55.590012,-2.42397,Gamma
3314,55.590012,-2.42397,Delta
3315,51.42297,-2.69441,Gamma
3316,51.422928000000006,-2.6942369999999998,Gamma
3317,52.41785,-4.064632,Beta
3318,52.008765999999994,-0.732002,Beta
3319,52.043571,-0.698054,Delta
3320,52.043571,-0.698054,Gamma
3321,52.043556,-0.69805,Alpha
3322,52.047058,-0.694673,Gamma
3323,52.047031,-0.694696,Delta
3324,52.015587,-0.7225600000000001,Delta
3325,52.015587,-0.7225600000000001,Alpha
3326,52.015578999999995,-0.72249,Gamma
3327,52.015578999999995,-0.72249,Gamma
3328,52.0154,-0.7224,Beta
3329,52.015446000000004,-0.722251,Delta
3330,52.015446000000004,-0.722251,Gamma
3331,51.997890000000005,-0.739362,Beta
3332,52.011944,-0.725575,Gamma
3333,52.011944,-0.725575,Delta
3334,51.994667,-0.739352,Alpha
3335,51.994667,-0.739352,Beta
3336,51.370434,-2.1379200000000003,Alpha
3337,52.028605999999996,-0.7050890000000001,Delta
3338,51.727345,-1.0598020000000001,Beta
3339,51.727303000000006,-1.059711,Delta
3340,51.7271,-1.05857,Delta
3341,51.995810999999996,-0.733266,Delta
3342,51.99585,-0.73316,Gamma
3343,51.995715999999994,-0.733275,Beta
3344,51.995765999999996,-0.733142,Gamma
3345,51.995739,-0.733165,Alpha
3346,51.995765999999996,-0.733021,Alpha
3347,51.994499,-0.7317670000000001,Alpha
3348,52.043358000000005,-0.683841,Beta
3349,51.574871,-1.31479,Alpha
3350,52.003708,-0.717366,Alpha
3351,52.025528,-0.695825,Delta
3352,52.025528,-0.695825,Alpha
3353,52.045998,-0.676551,Alpha
3354,52.046040000000005,-0.676501,Delta
3355,51.571647999999996,-1.313288,Delta
3356,51.571647999999996,-1.313288,Alpha
3357,52.011353,-0.708316,Gamma
3358,52.011307,-0.708341,Alpha
3359,51.572165999999996,-1.310449,Alpha
3360,51.572165999999996,-1.310449,Delta
3361,51.57201,-1.310267,Beta
3362,51.605614,-1.240467,Delta
3363,51.607399,-1.2369450000000002,Beta
3364,51.358096999999994,-2.372945,Beta
3365,51.978443,-0.734571,Alpha
3366,51.438931,-2.84058,Gamma
3367,52.021877,-0.691675,Gamma
3368,52.021877,-0.691675,Gamma
3369,52.021846999999994,-0.691697,Beta
3370,52.02182,-0.6916939999999999,Gamma
3371,52.02182,-0.6916939999999999,Beta
3372,52.02182,-0.6916939999999999,Alpha
3373,52.02182,-0.691635,Alpha
3374,52.014992,-0.6957979999999999,Gamma
3375,52.014992,-0.6957979999999999,Beta
3376,52.014938,-0.69581,Alpha
3377,52.014938,-0.69581,Gamma
3378,51.539947999999995,-3.130242,Delta
3379,51.539299,-3.1310000000000002,Gamma
3380,52.010269,-0.691783,Delta
3381,52.010269,-0.691783,Gamma
3382,52.027008,-0.6755220000000001,Beta
3383,52.026962,-0.675516,Alpha
3384,52.026917,-0.6754899999999999,Delta
3385,53.566437,-0.102389,Delta
3386,53.210674,-0.11721,Gamma
3387,52.014362,-0.6838890000000001,Alpha
3388,52.01432,-0.683824,Beta
3389,52.014271,-0.683792,Beta
3390,52.073753,-0.627949,Gamma
3391,52.073753,-0.627949,Delta
3392,52.06601,-0.632286,Gamma
3393,51.352276,-1.99852,Alpha
3394,52.94900500000001,-0.161492,Alpha
3395,51.428051,-2.863517,Gamma
3396,51.428051,-2.863517,Gamma
3397,51.428051,-2.863517,Gamma
3398,53.556702,-0.0912,Beta
3399,53.556679,-0.091188,Beta
3400,53.556679,-0.091188,Alpha
3401,52.588947,-0.284964,Gamma
3402,52.58894300000001,-0.284883,Beta
3403,52.020542,-0.659941,Delta
3404,52.564983,-0.28745,Delta
3405,52.598701,-0.270832,Gamma
3406,51.322379999999995,-2.203425,Alpha
3407,53.553516,-0.07395399999999999,Delta
3408,55.597778000000005,-2.7441400000000002,Beta
3409,52.01236,-0.646418,Beta
3410,52.012375,-0.646379,Beta
3411,52.012417,-0.646253,Gamma
3412,55.581230000000005,-1.65419,Delta
3413,52.59468100000001,-0.249741,Beta
3414,51.821999,-0.827371,Gamma
3415,51.821918,-0.827367,Alpha
3416,51.82262,-0.8265399999999999,Delta
3417,51.821815,-0.827356,Beta
3418,51.821999,-0.82685,Alpha
3419,51.821621,-0.8265399999999999,Gamma
3420,51.820621,-0.8265399999999999,Alpha
3421,55.606196999999995,-2.776073,Delta
3422,51.8311,-0.8135,Delta
3423,51.355022,-2.743418,Alpha
3424,51.355022,-2.743418,Delta
3425,51.354935,-2.743447,Beta
3426,51.813801,-0.821802,Gamma
3427,51.819191,-0.81408,Gamma
3428,51.819191,-0.81408,Gamma
3429,51.819191,-0.81408,Gamma
3430,51.819191,-0.81408,Delta
3431,51.604477,-1.110225,Beta
3432,51.528706,-3.2417439999999997,Delta
3433,51.528605999999996,-3.241863,Delta
3434,51.528572,-3.241899,Beta
3435,51.528503,-3.241981,Delta
3436,52.569401,-0.244617,Alpha
3437,52.569401,-0.244617,Alpha
3438,51.815018,-0.810671,Alpha
3439,51.815006,-0.810646,Gamma
3440,51.814995,-0.810616,Delta
3441,51.814995,-0.810616,Beta
3442,51.81498,-0.810591,Beta
3443,52.5742,-0.239317,Gamma
3444,55.614982999999995,-2.802469,Beta
3445,55.615101,-2.8021,Alpha
3446,55.615177,-2.801948,Delta
3447,52.790684,-0.15356199999999998,Delta
3448,52.79068,-0.15349400000000002,Alpha
3449,52.790688,-0.153426,Gamma
3450,51.5242,-3.242475,Alpha
3451,51.524136,-3.242433,Alpha
3452,51.801601,-0.8224,Alpha
3453,51.801601,-0.8224,Delta
3454,52.5704,-0.23695700000000003,Beta
3455,51.484553999999996,-3.172682,Delta
3456,51.484352,-3.172482,Delta
3457,51.988632,-0.618863,Alpha
3458,51.988632,-0.618863,Gamma
3459,51.988533000000004,-0.618863,Beta
3460,51.988434000000005,-0.618863,Delta
3461,52.787608999999996,-0.14691700000000002,Alpha
3462,52.787597999999996,-0.146901,Alpha
3463,52.787579,-0.146876,Alpha
3464,52.787571,-0.14686,Gamma
3465,51.4832,-3.17587,Alpha
3466,51.483101,-3.17577,Gamma
3467,51.478297999999995,-3.1703200000000002,Beta
3468,51.478297999999995,-3.1703200000000002,Gamma
3469,51.478297999999995,-3.1703200000000002,Gamma
3470,51.479366,-3.173753,Gamma
3471,51.47934,-3.173709,Gamma
3472,51.476074,-3.1688240000000003,Alpha
3473,51.476021,-3.168791,Beta
3474,51.270077,-2.28451,Delta
3475,51.269962,-2.2843720000000003,Delta
3476,52.133438,-0.48583999999999994,Alpha
3477,52.574402,-0.221408,Delta
3478,52.115536,-0.49950900000000004,Delta
3479,51.7971,-0.80413,Alpha
3480,51.677273,-0.956134,Gamma
3481,51.677322,-0.956008,Delta
3482,51.465801,-3.1625,Gamma
3483,52.1171,-0.494302,Beta
3484,52.120083,-0.491924,Alpha
3485,52.120083,-0.491924,Beta
3486,52.13279,-0.48206099999999996,Beta
3487,52.117034999999994,-0.494274,Beta
3488,52.064743,-0.536048,Gamma
3489,52.064743,-0.536048,Gamma
3490,52.1469,-0.4699,Alpha
3491,52.146854,-0.46988900000000006,Gamma
3492,52.135104999999996,-0.47776499999999994,Gamma
3493,52.135101,-0.4777,Delta
3494,52.135101,-0.4777,Beta
3495,52.135101,-0.47763900000000004,Beta
3496,52.137980999999996,-0.47328400000000004,Gamma
3497,52.137962,-0.47325500000000004,Alpha
3498,52.140816,-0.47092,Gamma
3499,52.140781,-0.47081999999999996,Gamma
3500,52.13818,-0.471871,Alpha
3501,51.26141,-2.184536,Alpha
3502,52.13818,-0.471703,Gamma
3503,52.140842,-0.469517,Beta
3504,52.140854,-0.469421,Delta
3505,52.138165,-0.469664,Beta
3506,52.1381,-0.4695,Delta
3507,51.916698,-0.661678,Gamma
3508,52.135246,-0.47010100000000005,Delta
3509,52.135253999999996,-0.470063,Delta
3510,52.134403000000006,-0.470642,Delta
3511,52.139404,-0.46678400000000003,Gamma
3512,52.139404,-0.46678400000000003,Gamma
3513,52.134342,-0.470604,Alpha
3514,52.134285,-0.470563,Gamma
3515,52.134235,-0.470541,Gamma
3516,52.13438,-0.470383,Beta
3517,52.134361,-0.47035699999999997,Delta
3518,52.134327,-0.470347,Beta
3519,52.134296,-0.470326,Gamma
3520,52.134205,-0.470333,Beta
3521,52.134215999999995,-0.47027399999999997,Delta
3522,52.134243,-0.47018999999999994,Beta
3523,51.916610999999996,-0.6591239999999999,Alpha
3524,52.131638,-0.470134,Alpha
3525,52.131638,-0.470134,Alpha
3526,52.138020000000004,-0.46493999999999996,Alpha
3527,52.138023,-0.464883,Alpha
3528,52.132702,-0.46796899999999997,Alpha
3529,52.139809,-0.46193100000000004,Delta
3530,52.139809,-0.46193100000000004,Delta
3531,51.808613,-0.769313,Gamma
3532,52.133732,-0.465796,Delta
3533,52.135139,-0.46441000000000004,Alpha
3534,52.135094,-0.464417,Alpha
3535,51.352833000000004,-2.908002,Gamma
3536,52.112266999999996,-0.47859700000000005,Beta
3537,52.112202,-0.4786,Alpha
3538,52.139648,-0.45683,Delta
3539,52.13958,-0.456805,Delta
3540,51.357101,-2.9283,Alpha
3541,51.356998,-2.9283,Alpha
3542,51.356972,-2.9283,Gamma
3543,53.36904499999999,-0.004536999999999999,Gamma
3544,53.36904499999999,-0.004536999999999999,Gamma
3545,53.36819499999999,-0.001744,Gamma
3546,53.36819499999999,-0.001744,Delta
3547,52.135441,-0.44959,Delta
3548,52.135441,-0.44947700000000007,Alpha
3549,52.099998,-0.470395,Gamma
3550,52.14328,-0.42652299999999993,Gamma
3551,51.723202,-0.8288,Delta
3552,51.227249,-2.31061,Beta
3553,51.227219,-2.310613,Delta
3554,52.119526,-0.44218900000000005,Beta
3555,51.226859999999995,-2.31058,Alpha
3556,51.226841,-2.3105900000000004,Gamma
3557,51.226822,-2.31061,Delta
3558,52.119521999999996,-0.44208500000000006,Delta
3559,52.974026,-0.039659,Gamma
3560,51.345188,-2.97864,Beta
3561,52.146397,-0.41721400000000003,Beta
3562,52.146397,-0.41721400000000003,Alpha
3563,52.125671000000004,-0.42014300000000004,Gamma
3564,52.125628999999996,-0.42015399999999997,Alpha
3565,52.125587,-0.42016000000000003,Beta
3566,52.981602,-0.020361,Delta
3567,51.3997,-1.32523,Alpha
3568,51.205978,-2.178668,Beta
3569,51.39819,-1.3238940000000001,Gamma
3570,51.404095,-1.305943,Delta
3571,51.40406,-1.305826,Beta
3572,51.499619,-1.07971,Beta
3573,51.794498,-0.65962,Beta
3574,52.335499,-0.230217,Beta
3575,52.3354,-0.230262,Beta
3576,51.760616,-3.791097,Delta
3577,52.332218,-0.227005,Gamma
3578,52.332195,-0.227002,Delta
3579,52.332165,-0.227001,Beta
3580,52.332001,-0.2268,Delta
3581,51.398998,-1.2194,Gamma
3582,51.398734999999995,-1.219003,Beta
3583,51.397175,-3.2786129999999996,Beta
3584,51.397133000000004,-3.2785699999999998,Delta
3585,52.201716999999995,-0.291732,Beta
3586,51.893402,-0.533208,Gamma
3587,51.892776,-0.530863,Delta
3588,51.891258,-0.520983,Gamma
3589,55.7719,-2.7848,Gamma
3590,51.887603999999996,-0.518672,Delta
3591,51.704498,-0.707449,Gamma
3592,51.563472999999995,-0.884818,Delta
3593,51.563472999999995,-0.884818,Alpha
3594,51.887127,-0.5145270000000001,Beta
3595,51.887211,-0.514016,Beta
3596,51.894698999999996,-0.5069,Beta
3597,51.397816,-3.3328900000000004,Delta
3598,51.397797,-3.3329419999999996,Alpha
3599,52.805141000000006,0.014449000000000002,Alpha
3600,52.805099,0.014457,Beta
3601,51.465599,-3.4585,Alpha
3602,51.177601,-1.7555,Gamma
3603,51.17712,-1.757323,Gamma
3604,51.172298,-1.7796509999999999,Beta
3605,51.172298,-1.7796509999999999,Alpha
3606,53.173621999999995,0.099845,Gamma
3607,55.652820999999996,-3.18663,Alpha
3608,55.85041,-2.192455,Alpha
3609,52.085097999999995,-0.32682,Delta
3610,51.529446,-0.89674,Delta
3611,52.035053000000005,-0.362265,Delta
3612,51.895317,-0.47434399999999993,Delta
3613,51.895317,-0.47434399999999993,Alpha
3614,51.6134,-0.7709999999999999,Beta
3615,51.628502000000005,-0.7506,Alpha
3616,53.298973,-4.617643,Beta
3617,53.298973,-4.617643,Gamma
3618,53.298939000000004,-4.617691000000001,Gamma
3619,53.298939000000004,-4.617691000000001,Alpha
3620,53.298901,-4.617734,Beta
3621,51.628414,-0.750396,Beta
3622,51.628864,-0.74671,Beta
3623,51.62883,-0.746712,Gamma
3624,51.628399,-0.747091,Gamma
3625,51.609077,-0.771342,Alpha
3626,51.101849,-2.18495,Beta
3627,53.028983999999994,0.10026499999999999,Beta
3628,51.768505,-0.582864,Alpha
3629,51.768485999999996,-0.582796,Delta
3630,55.870026,-2.092752,Beta
3631,51.3241,-1.2262,Delta
3632,51.459167,-0.9759120000000001,Delta
3633,51.457699,-0.9742350000000001,Alpha
3634,51.457699,-0.97419,Delta
3635,51.457279,-0.9726100000000001,Gamma
3636,52.0387,-0.335409,Delta
3637,51.453998999999996,-0.9715799999999999,Delta
3638,51.763199,-0.567523,Beta
3639,51.763199,-0.567523,Alpha
3640,51.761501,-0.5652,Delta
3641,51.761501,-0.5652,Beta
3642,51.761482,-0.565211,Beta
3643,51.761448,-0.565235,Gamma
3644,51.426398999999996,-0.990698,Alpha
3645,51.424,-0.993504,Gamma
3646,51.424,-0.993504,Beta
3647,51.423988,-0.993504,Delta
3648,51.423988,-0.993504,Beta
3649,51.4361,-0.97154,Delta
3650,51.708,-0.61193,Beta
3651,51.705673,-0.613531,Alpha
3652,51.568783,-0.77685,Beta
3653,51.705653999999996,-0.613313,Beta
3654,51.568802000000005,-0.7767930000000001,Beta
3655,51.7029,-0.614182,Alpha
3656,51.442223,-0.9520280000000001,Gamma
3657,51.442223,-0.951916,Gamma
3658,51.442223,-0.951916,Alpha
3659,51.429783,-0.9686809999999999,Delta
3660,51.459103000000006,-0.9216639999999999,Beta
3661,51.459145,-0.9215969999999999,Delta
3662,52.088066,-0.264523,Alpha
3663,52.088066,-0.264523,Gamma
3664,51.067165,-2.085032,Gamma
3665,51.421397999999996,-0.9712,Gamma
3666,51.881889,-0.42093,Alpha
3667,53.31650500000001,-4.66425,Alpha
3668,53.316525,-4.664257,Alpha
3669,51.881778999999995,-0.42,Alpha
3670,51.881778999999995,-0.42,Gamma
3671,51.87989,-0.421396,Alpha
3672,51.880466,-0.41951000000000005,Delta
3673,51.8797,-0.419814,Delta
3674,51.881679999999996,-0.41641999999999996,Alpha
3675,51.881683,-0.416412,Beta
3676,51.882462,-0.41555299999999995,Beta
3677,51.906428999999996,-0.39294,Beta
3678,51.911125,-0.388511,Alpha
3679,51.911125,-0.388511,Beta
3680,51.911358,-0.387965,Gamma
3681,51.405361,-0.9810200000000001,Alpha
3682,51.405258,-0.9810200000000001,Gamma
3683,51.880432,-0.413943,Gamma
3684,53.26059,0.18075,Alpha
3685,51.882431,-0.41160699999999995,Alpha
3686,51.882431,-0.41160699999999995,Beta
3687,51.880875,-0.41254799999999997,Gamma
3688,53.262024,0.182084,Gamma
3689,51.879397999999995,-0.41277600000000003,Alpha
3690,51.879397999999995,-0.41277600000000003,Gamma
3691,51.879902,-0.41133800000000004,Gamma
3692,51.879902,-0.41133800000000004,Alpha
3693,51.8657,-0.422652,Alpha
3694,51.8657,-0.422652,Alpha
3695,51.8657,-0.422652,Beta
3696,51.8657,-0.422652,Beta
3697,51.8657,-0.422652,Gamma
3698,51.679001,-0.6073,Delta
3699,51.678940000000004,-0.607234,Beta
3700,51.870315999999995,-0.416538,Beta
3701,51.8773,-0.409015,Gamma
3702,51.876984,-0.408969,Delta
3703,51.876984,-0.408969,Delta
3704,51.674099,-0.606514,Gamma
3705,51.877071,-0.405623,Beta
3706,51.676456,-0.602273,Gamma
3707,51.676434,-0.602212,Beta
3708,51.676411,-0.6021529999999999,Delta
3709,51.676392,-0.602093,Beta
3710,51.676369,-0.602039,Beta
3711,51.674129,-0.604169,Delta
3712,51.674129,-0.604169,Gamma
3713,51.674114,-0.604068,Gamma
3714,51.874598999999996,-0.406489,Beta
3715,51.8745,-0.405507,Gamma
3716,54.840869999999995,-4.276611,Delta
3717,51.624851,-3.82818,Gamma
3718,51.873302,-0.40465,Delta
3719,51.873318,-0.40459,Alpha
3720,51.624748,-3.82818,Beta
3721,51.085823,-1.775697,Beta
3722,51.828765999999995,-0.444107,Delta
3723,51.873795,-0.403491,Alpha
3724,51.579105,-0.7106819999999999,Alpha
3725,51.084557000000004,-1.7763919999999997,Delta
3726,51.078506,-1.802223,Beta
3727,51.078506,-1.802223,Beta
3728,51.078491,-1.802199,Beta
3729,51.078461,-1.8021900000000002,Gamma
3730,51.078441999999995,-1.802173,Beta
3731,51.078441999999995,-1.802173,Alpha
3732,51.863663,-0.40907,Gamma
3733,51.863696999999995,-0.409033,Delta
3734,51.86388,-0.4083,Gamma
3735,54.843601,-4.280387,Delta
3736,51.863983000000005,-0.40784499999999996,Gamma
3737,51.863525,-0.408097,Alpha
3738,51.867199,-0.404524,Beta
3739,51.867199,-0.404524,Delta
3740,51.867199,-0.404524,Delta
3741,51.867142,-0.404565,Alpha
3742,51.8671,-0.404569,Gamma
3743,51.867298,-0.403931,Alpha
3744,51.035748,-2.274461,Delta
3745,51.035404,-2.274785,Gamma
3746,51.404441999999996,-0.9475959999999999,Delta
3747,51.404461,-0.9475319999999999,Delta
3748,51.43795,-0.8938,Delta
3749,51.437851,-0.8938,Alpha
3750,51.873901000000004,-0.391388,Beta
3751,51.072849,-1.79283,Beta
3752,51.599872999999995,-0.6705220000000001,Delta
3753,51.872959,-0.390216,Delta
3754,51.872932,-0.389879,Beta
3755,51.146640999999995,-2.993358,Beta
3756,51.146568,-2.993377,Beta
3757,51.146515,-2.993399,Gamma
3758,51.884975,-0.376581,Beta
3759,51.42754,-0.8977440000000001,Gamma
3760,51.876534,-0.382619,Beta
3761,51.876529999999995,-0.382619,Gamma
3762,51.067539000000004,-1.792876,Beta
3763,51.856308,-0.398156,Beta
3764,51.668442,-3.9081900000000003,Beta
3765,51.85051,-0.397584,Gamma
3766,51.821098,-0.4214,Alpha
3767,51.062435,-1.771812,Alpha
3768,51.062435,-1.771812,Delta
3769,51.559483,-0.689632,Gamma
3770,51.667046,-0.5634600000000001,Gamma
3771,51.667046,-0.5634600000000001,Alpha
3772,51.751202,-0.47484,Gamma
3773,51.854382,-0.37917199999999995,Beta
3774,51.051502,-1.7827990000000002,Delta
3775,51.051502,-1.7827990000000002,Gamma
3776,52.331692,-0.047902,Gamma
3777,52.331692,-0.047902,Beta
3778,51.423168,-0.8625700000000001,Gamma
3779,51.045536,-1.788198,Gamma
3780,51.772202,-0.44449700000000003,Gamma
3781,51.273521,-1.1133540000000002,Gamma
3782,51.273525,-1.1132819999999999,Gamma
3783,51.275902,-1.1057,Gamma
3784,51.524101,-0.715837,Delta
3785,51.524101,-0.715837,Delta
3786,51.524101,-0.7157479999999999,Delta
3787,51.524101,-0.7157479999999999,Beta
3788,51.005013,-2.415474,Alpha
3789,51.004971000000005,-2.415476,Alpha
3790,51.004971000000005,-2.415476,Alpha
3791,51.004742,-2.415828,Beta
3792,51.004742,-2.415828,Alpha
3793,51.00473,-2.415905,Delta
3794,51.004715000000004,-2.416102,Delta
3795,51.739101,-0.469762,Alpha
3796,51.739101,-0.469762,Gamma
3797,51.739101,-0.469762,Gamma
3798,51.67075,-3.9453300000000002,Beta
3799,51.669868,-3.94443,Alpha
3800,51.67065,-3.9453300000000002,Beta
3801,51.670551,-3.9453300000000002,Beta
3802,51.670448,-3.9453300000000002,Gamma
3803,51.9501,-0.282602,Gamma
3804,51.950001,-0.282602,Alpha
3805,51.950001,-0.282602,Beta
3806,51.950001,-0.282602,Alpha
3807,51.517357000000004,-0.716861,Alpha
3808,51.517365000000005,-0.716832,Gamma
3809,51.517376,-0.716797,Gamma
3810,51.517384,-0.7167640000000001,Delta
3811,51.517319,-0.716839,Beta
3812,51.517399,-0.716729,Gamma
3813,51.51741,-0.716692,Beta
3814,51.517334000000005,-0.7167640000000001,Gamma
3815,51.517342,-0.716735,Delta
3816,51.517258,-0.716838,Beta
3817,51.517272999999996,-0.716797,Beta
3818,51.517345,-0.716704,Delta
3819,51.517441,-0.716564,Beta
3820,51.517353,-0.716675,Beta
3821,51.517288,-0.716758,Gamma
3822,51.517406,-0.716603,Beta
3823,51.517365000000005,-0.7166399999999999,Delta
